User ID,Name of the games,Purchases,Hours Played
53875128,METAL GEAR SOLID V THE PHANTOM PAIN,free,59
53875128,S.T.A.L.K.E.R. Shadow of Chernobyl,purchase,1
53875128,S.T.A.L.K.E.R. Shadow of Chernobyl,free,54
53875128,S.T.A.L.K.E.R. Call of Pripyat,purchase,1
53875128,S.T.A.L.K.E.R. Call of Pripyat,free,50
53875128,Saints Row The Third,purchase,1
53875128,Saints Row The Third,free,35
53875128,Far Cry 3,purchase,1
53875128,Far Cry 3,free,35
53875128,S.T.A.L.K.E.R. Clear Sky,purchase,1
53875128,S.T.A.L.K.E.R. Clear Sky,free,35
53875128,Rocket League,purchase,1
53875128,Rocket League,free,34
53875128,Assassin's Creed II,purchase,1
53875128,Assassin's Creed II,free,33
53875128,Far Cry 4,purchase,1
53875128,Far Cry 4,free,32
53875128,Prototype,purchase,1
53875128,Prototype,free,25
53875128,Space Pirates and Zombies,purchase,1
53875128,Space Pirates and Zombies,free,24
53875128,Dying Light,purchase,1
53875128,Dying Light,free,23
53875128,Just Cause 2,purchase,1
53875128,Just Cause 2,free,23
53875128,Mirror's Edge,purchase,1
53875128,Mirror's Edge,free,23
53875128,Mad Max,purchase,1
53875128,Mad Max,free,22
53875128,Portal 2,purchase,1
53875128,Portal 2,free,21
53875128,Deus Ex Human Revolution,purchase,1
53875128,Deus Ex Human Revolution,free,21
53875128,Middle-earth Shadow of Mordor,purchase,1
53875128,Middle-earth Shadow of Mordor,free,19.6
53875128,RUNNING WITH RIFLES,purchase,1
53875128,RUNNING WITH RIFLES,free,18.5
53875128,Deus Ex Human Revolution - Director's Cut,purchase,1
53875128,Deus Ex Human Revolution - Director's Cut,free,18.3
53875128,Batman Arkham City GOTY,purchase,1
53875128,Batman Arkham City GOTY,free,16.9
53875128,Tropico 4,purchase,1
53875128,Tropico 4,free,14.3
53875128,Cave Story+,purchase,1
53875128,Cave Story+,free,13.7
53875128,Dust An Elysian Tail,purchase,1
53875128,Dust An Elysian Tail,free,13.4
53875128,F.E.A.R.,purchase,1
53875128,F.E.A.R.,free,12.5
53875128,South Park The Stick of Truth,purchase,1
53875128,South Park The Stick of Truth,free,12.2
53875128,Sleeping Dogs,purchase,1
53875128,Sleeping Dogs,free,11.5
53875128,Watch_Dogs,purchase,1
53875128,Watch_Dogs,free,11.2
53875128,Saints Row IV,purchase,1
53875128,Saints Row IV,free,11.1
53875128,DayZ,purchase,1
53875128,DayZ,free,11
53875128,Half-Life 2,purchase,1
53875128,Half-Life 2,free,10.2
53875128,Reassembly,purchase,1
53875128,Reassembly,free,10.1
53875128,Sid Meier's Civilization III Complete,purchase,1
53875128,Sid Meier's Civilization III Complete,free,9.8
53875128,The Talos Principle,purchase,1
53875128,The Talos Principle,free,9.8
53875128,DiRT 3,purchase,1
53875128,DiRT 3,free,9.7
53875128,FTL Faster Than Light,purchase,1
53875128,FTL Faster Than Light,free,9.7
53875128,Bastion,purchase,1
53875128,Bastion,free,9.6
53875128,Age of Empires II HD Edition,purchase,1
53875128,Age of Empires II HD Edition,free,9
53875128,Batman Arkham Asylum GOTY Edition,purchase,1
53875128,Batman Arkham Asylum GOTY Edition,free,8.9
53875128,Gunpoint,purchase,1
53875128,Gunpoint,free,8.6
53875128,Rebuild 3 Gangs of Deadsville,purchase,1
53875128,Rebuild 3 Gangs of Deadsville,free,8.4
53875128,Recettear An Item Shop's Tale,purchase,1
53875128,Recettear An Item Shop's Tale,free,8.3
53875128,Metro 2033,purchase,1
53875128,Metro 2033,free,7.8
53875128,Monaco,purchase,1
53875128,Monaco,free,7.6
53875128,Fallout New Vegas,purchase,1
53875128,Fallout New Vegas,free,7.5
53875128,Overgrowth,purchase,1
53875128,Overgrowth,free,7.3
53875128,Assassin's Creed III,purchase,1
53875128,Assassin's Creed III,free,7.2
53875128,Ori and the Blind Forest,purchase,1
53875128,Ori and the Blind Forest,free,7
53875128,Far Cry 3 Blood Dragon,purchase,1
53875128,Far Cry 3 Blood Dragon,free,6.7
53875128,Burnout Paradise The Ultimate Box,purchase,1
53875128,Burnout Paradise The Ultimate Box,free,6.6
53875128,PROTOTYPE 2,purchase,1
53875128,PROTOTYPE 2,free,6.4
53875128,Game Dev Tycoon,purchase,1
53875128,Game Dev Tycoon,free,6.4
53875128,Sniper Elite 3,purchase,1
53875128,Sniper Elite 3,free,6.2
53875128,Gratuitous Space Battles,purchase,1
53875128,Gratuitous Space Battles,free,6
53875128,Sid Meier's Civilization V,purchase,1
53875128,Sid Meier's Civilization V,free,5.9
53875128,Rogue Legacy,purchase,1
53875128,Rogue Legacy,free,5.7
53875128,Plague Inc Evolved,purchase,1
53875128,Plague Inc Evolved,free,5.6
53875128,From Dust,purchase,1
53875128,From Dust,free,5.6
53875128,Next Car Game Wreckfest,purchase,1
53875128,Next Car Game Wreckfest,free,5.5
53875128,Rivals of Aether,purchase,1
53875128,Rivals of Aether,free,5.5
53875128,Half-Life 2 Episode Two,purchase,1
53875128,Half-Life 2 Episode Two,free,5.5
53875128,Rise of Nations Extended Edition,purchase,1
53875128,Rise of Nations Extended Edition,free,5.2
53875128,Nidhogg,purchase,1
53875128,Nidhogg,free,4.9
53875128,Spec Ops The Line,purchase,1
53875128,Spec Ops The Line,free,4.4
53875128,Dishonored,purchase,1
53875128,Dishonored,free,4.3
53875128,Half-Life 2 Episode One,purchase,1
53875128,Half-Life 2 Episode One,free,4.2
53875128,Wolfenstein The New Order,purchase,1
53875128,Wolfenstein The New Order,free,4
53875128,Distance,purchase,1
53875128,Distance,free,4
53875128,Epic Battle Fantasy 4,purchase,1
53875128,Epic Battle Fantasy 4,free,4
53875128,Metro Last Light,purchase,1
53875128,Metro Last Light,free,3.7
53875128,Miasmata,purchase,1
53875128,Miasmata,free,3.4
53875128,Dead Space,purchase,1
53875128,Dead Space,free,3.3
53875128,Hotline Miami,purchase,1
53875128,Hotline Miami,free,3.2
53875128,NOT A HERO,purchase,1
53875128,NOT A HERO,free,3
53875128,Receiver,purchase,1
53875128,Receiver,free,2.9
53875128,Crypt of the NecroDancer,purchase,1
53875128,Crypt of the NecroDancer,free,2.8
53875128,Portal,purchase,1
53875128,Portal,free,2.8
53875128,F.E.A.R. 2 Project Origin,purchase,1
53875128,F.E.A.R. 2 Project Origin,free,2.8
53875128,NaissanceE,purchase,1
53875128,NaissanceE,free,2.7
53875128,SteamWorld Dig,purchase,1
53875128,SteamWorld Dig,free,2.6
53875128,Kairo,purchase,1
53875128,Kairo,free,2.5
53875128,SNOW,purchase,1
53875128,SNOW,free,2.5
53875128,The Binding of Isaac,purchase,1
53875128,The Binding of Isaac,free,2.4
53875128,LEGO The Lord of the Rings,purchase,1
53875128,LEGO The Lord of the Rings,free,2.2
53875128,METAL GEAR RISING REVENGEANCE,purchase,1
53875128,METAL GEAR RISING REVENGEANCE,free,2.2
53875128,Starpoint Gemini 2,purchase,1
53875128,Starpoint Gemini 2,free,2
53875128,The Vanishing of Ethan Carter,purchase,1
53875128,The Vanishing of Ethan Carter,free,1.9
53875128,Goat Simulator,purchase,1
53875128,Goat Simulator,free,1.9
53875128,Mass Effect,purchase,1
53875128,Mass Effect,free,1.9
53875128,Arma 2 Operation Arrowhead,purchase,1
53875128,Arma 2 Operation Arrowhead,free,1.8
53875128,METAL GEAR SOLID V GROUND ZEROES,purchase,1
53875128,METAL GEAR SOLID V GROUND ZEROES,free,1.8
53875128,Banished,purchase,1
53875128,Banished,free,1.8
53875128,DiRT Showdown,purchase,1
53875128,DiRT Showdown,free,1.7
53875128,Left 4 Dead,purchase,1
53875128,Left 4 Dead,free,1.7
53875128,Sonic Adventure 2 ,purchase,1
53875128,Sonic Adventure 2 ,free,1.6
53875128,Grand Theft Auto IV,purchase,1
53875128,Grand Theft Auto IV,free,1.5
53875128,Battlestations Midway,purchase,1
53875128,Battlestations Midway,free,1.4
53875128,HOARD,purchase,1
53875128,HOARD,free,1.4
53875128,Sunless Sea,purchase,1
53875128,Sunless Sea,free,1.3
53875128,Mark of the Ninja,purchase,1
53875128,Mark of the Ninja,free,1.3
53875128,L.A. Noire,purchase,1
53875128,L.A. Noire,free,1.3
53875128,Creeper World 3 Arc Eternal,purchase,1
53875128,Creeper World 3 Arc Eternal,free,1.1
53875128,Turbo Dismount,purchase,1
53875128,Turbo Dismount,free,1.1
53875128,Floating Point,purchase,1
53875128,Floating Point,free,1.1
53875128,Grow Home,purchase,1
53875128,Grow Home,free,1.1
53875128,LUFTRAUSERS,purchase,1
53875128,LUFTRAUSERS,free,1
53875128,Arma 2,purchase,1
53875128,Arma 2,free,1
53875128,No Time To Explain Remastered,purchase,1
53875128,No Time To Explain Remastered,free,0.9
53875128,FEZ,purchase,1
53875128,FEZ,free,0.9
53875128,Delver,purchase,1
53875128,Delver,free,0.9
53875128,The Legend of Heroes Trails in the Sky,purchase,1
53875128,The Legend of Heroes Trails in the Sky,free,0.9
53875128,Evoland,purchase,1
53875128,Evoland,free,0.9
53875128,Bleed,purchase,1
53875128,Bleed,free,0.8
53875128,Borderlands 2,purchase,1
53875128,Borderlands 2,free,0.8
53875128,Race The Sun,purchase,1
53875128,Race The Sun,free,0.8
53875128,Shadowgrounds,purchase,1
53875128,Shadowgrounds,free,0.8
53875128,They Bleed Pixels,purchase,1
53875128,They Bleed Pixels,free,0.8
53875128,BioShock,purchase,1
53875128,BioShock,free,0.8
53875128,Trine,purchase,1
53875128,Trine,free,0.8
53875128,"Sir, You Are Being Hunted",purchase,1
53875128,"Sir, You Are Being Hunted",free,0.8
53875128,Next Car Game Sneak Peek 2.0,purchase,1
53875128,Next Car Game Sneak Peek 2.0,free,0.7
53875128,Symphony,purchase,1
53875128,Symphony,free,0.7
53875128,DLC Quest,purchase,1
53875128,DLC Quest,free,0.7
53875128,Far Cry 2,purchase,1
53875128,Far Cry 2,free,0.7
53875128,The Stanley Parable,purchase,1
53875128,The Stanley Parable,free,0.6
53875128,Freedom Planet,purchase,1
53875128,Freedom Planet,free,0.6
53875128,KHOLAT,purchase,1
53875128,KHOLAT,free,0.6
53875128,Osmos,purchase,1
53875128,Osmos,free,0.6
53875128,Secrets of Rtikon,purchase,1
53875128,Secrets of Rtikon,free,0.6
53875128,Oil Rush,purchase,1
53875128,Oil Rush,free,0.6
53875128,Unepic,purchase,1
53875128,Unepic,free,0.6
53875128,FINAL FANTASY VII,purchase,1
53875128,FINAL FANTASY VII,free,0.6
53875128,The Legend of Korra,purchase,1
53875128,The Legend of Korra,free,0.5
53875128,404Sight,purchase,1
53875128,404Sight,free,0.5
53875128,Dark Souls Prepare to Die Edition,purchase,1
53875128,Dark Souls Prepare to Die Edition,free,0.5
53875128,Gravity Ghost,purchase,1
53875128,Gravity Ghost,free,0.5
53875128,Psychonauts,purchase,1
53875128,Psychonauts,free,0.5
53875128,Rock of Ages,purchase,1
53875128,Rock of Ages,free,0.5
53875128,Spore,purchase,1
53875128,Spore,free,0.5
53875128,Half-Life 2 Lost Coast,purchase,1
53875128,Half-Life 2 Lost Coast,free,0.5
53875128,Galcon Legends,purchase,1
53875128,Galcon Legends,free,0.5
53875128,Air Brawl,purchase,1
53875128,Air Brawl,free,0.5
53875128,Cat Goes Fishing,purchase,1
53875128,Cat Goes Fishing,free,0.5
53875128,One Finger Death Punch,purchase,1
53875128,One Finger Death Punch,free,0.5
53875128,Mind Path to Thalamus Enhanced Edition,purchase,1
53875128,Mind Path to Thalamus Enhanced Edition,free,0.4
53875128,INK,purchase,1
53875128,INK,free,0.4
53875128,Intrusion 2,purchase,1
53875128,Intrusion 2,free,0.4
53875128,Amnesia The Dark Descent,purchase,1
53875128,Amnesia The Dark Descent,free,0.4
53875128,Fieldrunners,purchase,1
53875128,Fieldrunners,free,0.4
53875128,Out There Somewhere,purchase,1
53875128,Out There Somewhere,free,0.4
53875128,KAMI,purchase,1
53875128,KAMI,free,0.4
53875128,Lone Survivor The Director's Cut,purchase,1
53875128,Lone Survivor The Director's Cut,free,0.4
53875128,NightSky,purchase,1
53875128,NightSky,free,0.4
53875128,Frozen Synapse,purchase,1
53875128,Frozen Synapse,free,0.4
53875128,Hammerfight,purchase,1
53875128,Hammerfight,free,0.4
53875128,Spintires,purchase,1
53875128,Spintires,free,0.4
53875128,Ziggurat,purchase,1
53875128,Ziggurat,free,0.4
53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,purchase,1
53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,free,0.4
53875128,Dead Island,purchase,1
53875128,Dead Island,free,0.3
53875128,Superbrothers Sword & Sworcery EP,purchase,1
53875128,Superbrothers Sword & Sworcery EP,free,0.3
53875128,GRID 2,purchase,1
53875128,GRID 2,free,0.3
53875128,Sonic & All-Stars Racing Transformed,purchase,1
53875128,Sonic & All-Stars Racing Transformed,free,0.3
53875128,Call of Juarez Gunslinger,purchase,1
53875128,Call of Juarez Gunslinger,free,0.3
53875128,Crysis 2 Maximum Edition,purchase,1
53875128,Crysis 2 Maximum Edition,free,0.3
53875128,Strike Vector,purchase,1
53875128,Strike Vector,free,0.3
53875128,Prison Architect,purchase,1
53875128,Prison Architect,free,0.3
53875128,Lego Harry Potter,purchase,1
53875128,Lego Harry Potter,free,0.3
53875128,Outlast,purchase,1
53875128,Outlast,free,0.3
53875128,Super Hexagon,purchase,1
53875128,Super Hexagon,free,0.2
53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,purchase,1
53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,free,0.2
53875128,Valkyria Chronicles,purchase,1
53875128,Valkyria Chronicles,free,0.2
53875128,Shatter,purchase,1
53875128,Shatter,free,0.2
53875128,Proteus,purchase,1
53875128,Proteus,free,0.2
53875128,Jamestown,purchase,1
53875128,Jamestown,free,0.2
53875128,Spelunky,purchase,1
53875128,Spelunky,free,0.2
53875128,Astebreed,purchase,1
53875128,Astebreed,free,0.2
53875128,STAR WARS Knights of the Old Republic II The Sith Lords,purchase,1
53875128,STAR WARS Knights of the Old Republic II The Sith Lords,free,0.2
53875128,Phantom Breaker Battle Grounds,purchase,1
53875128,Phantom Breaker Battle Grounds,free,0.2
53875128,Tom Clancy's Splinter Cell Chaos Theory,purchase,1
53875128,Tom Clancy's Splinter Cell Chaos Theory,free,0.2
53875128,The Witcher Enhanced Edition,purchase,1
53875128,The Witcher Enhanced Edition,free,0.2
53875128,Risk of Rain,purchase,1
53875128,Risk of Rain,free,0.2
53875128,Survarium,purchase,1
53875128,Survarium,free,0.2
53875128,Afterlife Empire,purchase,1
53875128,Afterlife Empire,free,0.2
53875128,BattleBlock Theater,purchase,1
53875128,BattleBlock Theater,free,0.2
53875128,Need for Speed Hot Pursuit,purchase,1
53875128,Need for Speed Hot Pursuit,free,0.2
53875128,BIT.TRIP RUNNER,purchase,1
53875128,BIT.TRIP RUNNER,free,0.1
53875128,Coin Crypt,purchase,1
53875128,Coin Crypt,free,0.1
53875128,Skullgirls,purchase,1
53875128,Skullgirls,free,0.1
53875128,The Crew,purchase,1
53875128,The Crew,free,0.1
53875128,Metro Last Light Redux,purchase,1
53875128,Metro Last Light Redux,free,0.1
53875128,Crimzon Clover  WORLD IGNITION,purchase,1
53875128,Crimzon Clover  WORLD IGNITION,free,0.1
53875128,Sonic Generations,purchase,1
53875128,Sonic Generations,free,0.1
53875128,Ethan Meteor Hunter,purchase,1
53875128,Ethan Meteor Hunter,free,0.1
53875128,Reus,purchase,1
53875128,Reus,free,0.1
53875128,Kill The Bad Guy,purchase,1
53875128,Freaking Meatbags,purchase,1
53875128,Saints Row 2,purchase,1
53875128,Dyad,purchase,1
53875128,Starseed Pilgrim,purchase,1
53875128,Camera Obscura,purchase,1
53875128,The Floor is Jelly,purchase,1
53875128,Super Meat Boy,purchase,1
53875128,Dustforce,purchase,1
53875128,Goats on a Bridge,purchase,1
53875128,System Shock 2,purchase,1
53875128,Call of Duty Modern Warfare 2 - Multifreeer,purchase,1
53875128,PixelJunk Shooter,purchase,1
53875128,And Yet It Moves,purchase,1
53875128,Arma 2 British Armed Forces,purchase,1
53875128,Battlefield Bad Company 2,purchase,1
53875128,Cogs,purchase,1
53875128,Assassin's Creed IV Black Flag,purchase,1
53875128,SimCity 4 Deluxe,purchase,1
53875128,Half-Life Deathmatch Source,purchase,1
53875128,Arma 2 DayZ Mod,purchase,1
53875128,Call of Duty Modern Warfare 2,purchase,1
53875128,Rodina,purchase,1
53875128,140,purchase,1
53875128,Age of Empires II HD The Forgotten,purchase,1
53875128,Age of Empires III Complete Collection,purchase,1
53875128,Age of Mythology Extended Edition,purchase,1
53875128,Alan Wake,purchase,1
53875128,Alice Madness Returns,purchase,1
53875128,Alien Isolation,purchase,1
53875128,America's Army 3,purchase,1
53875128,America's Army Proving Grounds,purchase,1
53875128,Amnesia A Machine for Pigs,purchase,1
53875128,Anachronox,purchase,1
53875128,Antichamber,purchase,1
53875128,App Game Kit,purchase,1
53875128,Arma 2 Operation Arrowhead Beta (Obsolete),purchase,1
53875128,Arma 2 Private Military Company,purchase,1
53875128,A Story About My Uncle,purchase,1
53875128,Audiosurf,purchase,1
53875128,Aveyond 3-1 Lord of Twilight,purchase,1
53875128,Awesomenauts,purchase,1
53875128,Axis Game Factory's AGFPRO - Drone Kombat FPS Multi-freeer DLC,purchase,1
53875128,Axis Game Factory's AGFPRO - Zombie Survival Pack DLC,purchase,1
53875128,Axis Game Factory's AGFPRO 3.0,purchase,1
53875128,Ballpoint Universe Infinite,purchase,1
53875128,Beatbuddy Tale of the Guardians,purchase,1
53875128,Beat Hazard,purchase,1
53875128,BEEP,purchase,1
53875128,Betrayer,purchase,1
53875128,BioShock 2,purchase,1
53875128,BioShock Infinite,purchase,1
53875128,BlazBlue Calamity Trigger,purchase,1
53875128,BlazBlue Continuum Shift Extend,purchase,1
53875128,Blockland,purchase,1
53875128,Borderlands,purchase,1
53875128,Borderlands DLC Claptraps New Robot Revolution,purchase,1
53875128,Borderlands DLC Mad Moxxi's Underdome Riot,purchase,1
53875128,Borderlands DLC The Secret Armory of General Knoxx,purchase,1
53875128,Borderlands DLC The Zombie Island of Dr. Ned,purchase,1
53875128,Braid,purchase,1
53875128,Breach & Clear,purchase,1
53875128,Breath of Death VII ,purchase,1
53875128,Broken Age,purchase,1
53875128,Brothers - A Tale of Two Sons,purchase,1
53875128,Bulletstorm,purchase,1
53875128,Capsized,purchase,1
53875128,Castle Crashers,purchase,1
53875128,Child of Light,purchase,1
53875128,Cinders,purchase,1
53875128,Cities Skylines,purchase,1
53875128,Cloudbuilt,purchase,1
53875128,Command and Conquer 3 Kane's Wrath,purchase,1
53875128,Command and Conquer 3 Tiberium Wars,purchase,1
53875128,Command and Conquer Red Alert 3 - Uprising,purchase,1
53875128,Company of Heroes,purchase,1
53875128,Company of Heroes (New Steam Version),purchase,1
53875128,Company of Heroes Opposing Fronts,purchase,1
53875128,Company of Heroes Tales of Valor,purchase,1
53875128,Contagion,purchase,1
53875128,"Cook, Serve, Delicious!",purchase,1
53875128,Crayon Physics Deluxe,purchase,1
53875128,Cry of Fear,purchase,1
53875128,Cthulhu Saves the World ,purchase,1
53875128,Daikatana,purchase,1
53875128,Darksiders,purchase,1
53875128,DARK SOULS II Scholar of the First Sin,purchase,1
53875128,Dead Island Epidemic,purchase,1
53875128,Dead Island Riptide,purchase,1
53875128,Deadlight,purchase,1
53875128,Deadlight Original Soundtrack,purchase,1
53875128,Dead Space 2,purchase,1
53875128,Dear Esther,purchase,1
53875128,Democracy 3,purchase,1
53875128,Deus Ex Game of the Year Edition,purchase,1
53875128,Deus Ex Invisible War,purchase,1
53875128,Deus Ex The Fall,purchase,1
53875128,Devil May Cry 4,purchase,1
53875128,DiRT 3 Complete Edition,purchase,1
53875128,DmC Devil May Cry,purchase,1
53875128,Door Kickers,purchase,1
53875128,Dragon Age Origins - Ultimate Edition,purchase,1
53875128,Draw a Stickman EPIC,purchase,1
53875128,E.Y.E Divine Cybermancy,purchase,1
53875128,Endless Space,purchase,1
53875128,English Country Tune,purchase,1
53875128,F.E.A.R. 3,purchase,1
53875128,F.E.A.R. Extraction Point,purchase,1
53875128,F.E.A.R. Perseus Mandate,purchase,1
53875128,Fallen Enchantress Legendary Heroes,purchase,1
53875128,Fallout 3,purchase,1
53875128,Fallout New Vegas Courier's Stash,purchase,1
53875128,Fallout New Vegas Dead Money,purchase,1
53875128,Fallout New Vegas Honest Hearts,purchase,1
53875128,Far Cry,purchase,1
53875128,Far Cry 2 Fortunes Pack,purchase,1
53875128,FarSky,purchase,1
53875128,Fieldrunners 2,purchase,1
53875128,FINAL FANTASY III,purchase,1
53875128,FINAL FANTASY VIII,purchase,1
53875128,Finding Teddy,purchase,1
53875128,Finding Teddy Soundtrack,purchase,1
53875128,FRACT OSC,purchase,1
53875128,Galcon Fusion,purchase,1
53875128,Game Character Hub,purchase,1
53875128,GameGuru,purchase,1
53875128,GameGuru - Buildings Pack,purchase,1
53875128,Geometry Dash,purchase,1
53875128,Giana Sisters Twisted Dreams,purchase,1
53875128,Giana Sisters Twisted Dreams - Rise of the Owlverlord,purchase,1
53875128,Gigantic Army,purchase,1
53875128,Gods Will Be Watching,purchase,1
53875128,Gone Home,purchase,1
53875128,Gotham City Impostors Free To free,purchase,1
53875128,Gothic,purchase,1
53875128,Gothic 3,purchase,1
53875128,Gothic II Gold Edition,purchase,1
53875128,GRID,purchase,1
53875128,GRID 2 GTR Racing Pack,purchase,1
53875128,Guacamelee! Gold Edition,purchase,1
53875128,Guardians of Middle-earth,purchase,1
53875128,Half-Life,purchase,1
53875128,Half-Life 2 Deathmatch,purchase,1
53875128,Half-Life 2 Update,purchase,1
53875128,Half-Life Source,purchase,1
53875128,Hammerwatch,purchase,1
53875128,Hero Siege,purchase,1
53875128,Hitman 2 Silent Assassin,purchase,1
53875128,Hitman Absolution,purchase,1
53875128,Hitman Blood Money,purchase,1
53875128,Hitman Codename 47,purchase,1
